"PID","X1_RP_Experience","X1_RP_Expression","X1_RP_Connection","X2_RP_Experience","X2_RP_Expression","X2_RP_Connection","X3_RP_Experience","X3_RP_Expression","X3_RP_Connection","X4_RP_Experience","X4_RP_Expression","X4_RP_Connection","X1_CF_Experience","X1_CF_Expression","X1_CF_Connection","X2_CF_Experience","X2_CF_Expression","X2_CF_Connection","X3_CF_Experience","X3_CF_Expression","X3_CF_Connection","X4_CF_Experience","X4_CF_Expression","X4_CF_Connection","Attn_Check_Never","Attn_Check_Much","X1_CC_Experience","X1_CC_Expression","X1_CC_Connection","X2_CC_Experience","X2_CC_Expression","X2_CC_Connection","X3_CC_Experience","X3_CC_Expression","X3_CC_Connection","X4_CC_Experience","X4_CC_Expression","X4_CC_Connection","X1_St_Experience","X1_St_Expression","X1_St_Connection","X2_St_Experience","X2_St_Expression","X2_St_Connection","X3_St_Experience","X3_St_Expression","X3_St_Connection","X4_St_Experience","X4_St_Expression","X4_St_Connection","Relationship.marital.status","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status"
378,"2","2","2","2","2","1","3","3","1","3","3","4","1","1","2","3","3","2","4","4","2","4","5",NA,"5","2","1","2","2","3","3","2","4","4","2","4","4","2","2","2","3","4","4","3","4","4","3","4","4","4","Married","58","Male","DATA_EXPIRED","United States","United States","United States","English","No","Part-Time"
92,"1","1","1","1","3","2","4","3","3","4","4","4","1","1","1","2","3","2","5","5",NA,"4","4","5","5","2","1","1","1","2","3","2","4","4","4","4","5",NA,"2","2","3","4","3","4","5","5",NA,"4","4","5","In a relationship","23","Male","Mixed","United States","United States","United States","English","Yes","Unemployed (and job seeking)"
157,"1","1","1","3","3","2","4","4","4","3","3","4","1","2","1","3","4","2","4","5",NA,"3","4","4","5","2","1","2","1","3","3","2","5","5",NA,"4","5",NA,"2","2","2","3","3","3","5","5",NA,"5","5",NA,"In a relationship","29","Female","Asian","United States","United States","United States","English","Yes","Full-Time"
352,"1","1","1","1","1","1","3","3","4","3","3","5","1","1","1","2","2","1","3","3","4","4","4","4","5","2","3","3","2","2","2","2","5","5",NA,"3","3","5","3","3","2","4","4","2","5","5",NA,"2","2","5","In a relationship","28","Male","White","Russian Federation","United States","United States","English","No","Full-Time"
168,"3","3","2","3","4","3","4","3","3","3","4","4","3","3","2","3","4","3","4","4","3","4","4","4","5","2","4","3","3","3","4","3","4","4","3","3","4","4","3","3","4","3","4","3","4","4","3","3","4","5","In a relationship","40","Male","Black","United States","United States","United States","English","No","Part-Time"
1,"1","1","1","3","3","2","4","4","2","5","4","4","3","3","2","3","4","2","4","4","2","4","4","3","5","2","3","3","2","3","4","3","4","4","2","4","4","4","5","5",NA,"4","5",NA,"5","5",NA,"4","4","3","In a relationship","28","Male","Asian","United States","United States","United States","English","No","Full-Time"
52,"1","2","1","4","4","2","5","5",NA,"4","5",NA,"1","2","2","4","4","3","4","5",NA,"5","5",NA,"5","2","2","3","2","3","4","3","4","4","2","4","5",NA,"4","2","2","3","5",NA,"5","5",NA,"4","4","4","Married","40","Male","Mixed","United States","United States","United States","English","No","Part-Time"
20,"1","1","1","2","4","2","4","5",NA,"4","4","5","2","3","2","2","3","3","5","5",NA,"4","5",NA,"5","2","1","2","2","2","4","2","5","5",NA,"3","4","4","4","4","4","5","5",NA,"5","5",NA,"4","4","4","In a relationship","25","Male","Asian","United States","United States","United States","English","No","Full-Time"
217,"1","1","1","2","3","3","3","4","3","2","4","3","3","3","3","3","2","3","3","3","3","2","3","3","5","3","3","2","3","2","3","2","3","2","2","3","2","3","2","3","2","2","3","3","2","3","3","3","2","3","Married","47","Male","Asian","United States","United States","United States","English","No","DATA_EXPIRED"
86,"1","1","1","3","4","1","3","2","1","3","4","1","1","2","1","3","3","1","4","3","2","4","4","1","5","2","1","2","3","3","4","3","5","5",NA,"3","4","5","3","5",NA,"4","5",NA,"4","4","4","4","3","5","Engaged","27","Male","White","United States","United States","United States","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)"
247,"1","2","1","2","2","1","4","4","3","4","4","2","2","3","2","2","2","2","5","5",NA,"4","4","5","5","2","3","2","3","2","3","4","5","4","4","4","4","5","4","4","4","1","2","4","5","5",NA,"3","4","4","Married","21","Female","Mixed","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
50,"1","3","1","4","5",NA,"3","3","3","3","4","4","1","3","2","4","5",NA,"3","4","2","4","4","3","5","2","3","3","2","4","5",NA,"4","4","3","3","4","4","3","4","3","4","5",NA,"4","4","4","4","4","4","Married","72","Male","White","United States","United States","United States","English","No","Other"
221,"1","1","1","2","2","1","4","4","2","4","4","2","1","1","1","2","2","2","5","5",NA,"5","5",NA,"5","2","2","3","2","3","3","2","5","5",NA,"4","5",NA,"4","4","2","3","3","3","5","5",NA,"4","5",NA,"Married","55","Female","Mixed","United States","United States","United States","English","No","Full-Time"
121,"1","2","2","2","3","2","2","2","4","3","3","5","2","2","1","3","3","2","3","3","3","3","4","5","5","2","2","3","2","3","4","3","5","5",NA,"4","5",NA,"3","4","3","3","4","4","5","5",NA,"3","5",NA,"In a relationship","20","Female","Mixed","United States","United States","United States","English","Yes","Other"
270,"1","1","1","2","4","3","3","4","3","3","3","5","1","2","2","2","2","2","4","4","3","4","4","5","5","2","1","1","1","2","3","2","5","5",NA,"5","5",NA,"3","2","2","3","5",NA,"5","5",NA,"4","4","5","Engaged","30","Male","White","United States","United States","United States","English","No","Full-Time"
387,"2","3","2","3","4","3","4","4","4","4","4","4","3","4","3","3","4","3","4","4","4","3","3","4","5","2","3","4","3","3","4","3","4","4","4","3","4","4","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"In a relationship","40","Male","White","United States","United States","United States","English","No","Part-Time"
163,"3","3","2","3","3","2","4","4","3","4","5",NA,"2","3","2","3","3","2","4","4","3","4","5",NA,"5","2","2","3","2","3","4","3","4","4","3","4","5",NA,"3","3","2","5","5",NA,"4","5",NA,"4","5",NA,"Married","40","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
184,"2","3","2","4","4","3","2","3","4","3","4","5","3","3","3","3","4","2","3","4","3","4","4","4","5","2","3","4","4","5","5",NA,"4","4","4","4","5",NA,"3","3","4","5","5",NA,"4","5",NA,"4","5",NA,"Married","33","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
192,"1","1","1","2","3","2","5","5",NA,"3","3","3","2","2","2","2","2","2","5","5",NA,"3","3","3","5","2","1","2","2","3","3","3","5","5",NA,"3","4","4","3","3","2","3","5",NA,"5","5",NA,"4","4","5","In a relationship","45","Male","White","United States","United States","United States","English","No","Full-Time"
302,"1","1","1","2","2","1","4","4","1","5","5",NA,"1","1","1","2","2","1","4","5",NA,"5","5",NA,"5","2","1","1","1","2","2","1","4","4","1","5","5",NA,"2","2","3","3","3","3","4","4","3","4","4","3","Married","62","Male","White","United States","United States","United States","English","No","Full-Time"
339,"2","3","1","3","4","2","4","4","2","4","4","4","3","3","2","3","4","2","4","4","3","4","4","4","5","2","3","3","3","3","4","3","5","5",NA,"5","5",NA,"3","3","3","4","4","3","4","5",NA,"4","4","3","In a relationship","42","Female","White","United States","United States","United States","English","No","Full-Time"
159,"1","1","1","2","2","1","3","3","1","3","3","2","1","1","1","1","1","1","4","4","2","4","4","1","5","2","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"1","1","3","3","3","3","3","3","3","3","4","3","In a relationship","22","Female","Mixed","United States","United States","United States","English","No","Unemployed (and job seeking)"
122,"1","3","2","3","4","3","3","3","2","3","3","3","2","2","2","3","4","3","5","5",NA,"4","4","3","5","2","3","3","2","4","3","3","4","5",NA,"3","3","3","3","3","3","5","4","3","5","5",NA,"3","3","3","In a relationship","51","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
83,"1","1","1","3","3","3","4","5",NA,"3","2","4","1","2","2","3","3","2","3","5",NA,"2","4","3","5","2","1","2","2","2","4","3","5","5",NA,"4","5",NA,"3","3","3","1","5",NA,"5","5",NA,"1","4","4","Married","27","Female","White","United States","United States","United States","English","No","Other"
312,"1","3","2","3","4","3","3","3","3","4","4","5","3","3","3","3","4","3","4","5",NA,"4","3","3","5","2","2","3","2","3","4","3","3","3","2","3","3","4","3","4","2","3","4","2","3","4","2","4","4","4","Married","40","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
186,"1","1","1","3","3","1","4","4","1","5","5",NA,"1","1","2","3","4","2","3","3","2","5","5",NA,"5","2","2","2","2","3","4","3","4","3","3","3","5",NA,"3","4","4","3","5",NA,"3","4","4","3","3","4","Engaged","39","Female","Black","United States","United States","United States","English","No","Full-Time"
35,"2","1","1","3","3","1","5","5",NA,"3","3","4","2","2","2","2","2","2","5","5",NA,"3","4","4","5","2","3","3","3","3","3","3","5","5",NA,"4","5",NA,"3","3","3","3","4","3","5","5",NA,"4","5",NA,"In a relationship","23","Female","Black","United States","United States","United States","English","No","Unemployed (and job seeking)"
338,"1","1","1","3","4","2","3","3","4","4","5",NA,"1","1","1","3","3","2","3","4","3","4","5",NA,"5","2","2","2","2","4","5",NA,"5","5",NA,"3","5",NA,"3","3","3","5","5",NA,"5","5",NA,"3","5",NA,"In a relationship","22","Female","Asian","United States","United States","United States","English","Yes","DATA_EXPIRED"
21,"1","2","1","2","3","1","5","5",NA,"5","5",NA,"2","3","2","3","3","2","5","5",NA,"4","4","3","5","2","2","2","2","3","3","3","5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"5","5",NA,"In a relationship","27","Female","Mixed","Singapore","United States","United States","English","No","DATA_EXPIRED"
263,"3","3","2","3","3","2","4","4","3","3","4","5","1","1","1","2","3","2","4","4","3","4","4","4","5","2","2","3","2","2","4","2","5","5",NA,"4","5",NA,"3","4","2","5","5",NA,"5","5",NA,"3","4","4","Married","33","Female","White","United States","United States","United States","English","Yes","Full-Time"
308,"2","4","1","2","3","2","2","1","3","3","3","1","2","3","1","2","1","3","2","1","2","2","2","2","5","2","2","1","2","2","3","2","1","3","2","2","2","2","2","2","1","1","2","2","2","1","2","3","1","3","Married","36","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
110,"1","1","2","1","1","1","4","4","3","2","2","2","2","3","2","2","2","2","4","4","2","3","3","2","5","2","2","2","2","1","2","2","3","3","3","2","4","3","2","2","2","2","2","3","4","4","4","3","4","3","In a relationship","26","Female","Black","Nigeria","United States","United States","English","Yes","Full-Time"
333,"1","1","1","1","2","1","2","2","2","3","3","4","1","2","2","3","3","2","3","2","2","2","3","4","5","2","2","2","3","3","4","3","5","5",NA,"4","5",NA,"2","2","3","3","3","3","4","4","3","3","3","3","In a relationship","28","Male","White","United States","United States","United States","English","Yes","Part-Time"
127,"2","3","2","4","4","2","1","1","2","1","1","5","3","4","2","3","4","2","4","5",NA,"3","5",NA,"5","2","1","4","1","5","4","2","5","5",NA,"5","5",NA,"4","5",NA,"5","5",NA,"5","5",NA,"4","4","4","Married","48","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
279,"1","1","1","3","5",NA,"5","5",NA,"4","4","4","2","1","1","5","5",NA,"5","5",NA,"4","4","3","5","2","2","2","3","5","5",NA,"5","5",NA,"4","5",NA,"3","3","3","5","5",NA,"5","5",NA,"5","5",NA,"Married","25","Male","White","United States","United States","United States","English","No","Other"
174,"2","2","2","2","2","2","4","3","3","4","5",NA,"1","1","1","2","2","2","5","5",NA,"5","5",NA,"5","2","3","3","3","4","3","3","4","4","3","4","4","4","3","3","3","3","3","3","5","5",NA,"5","5",NA,"Married","31","Male","White","United States","United States","United States","English","Yes","Full-Time"
195,"1","1","1","1","1","1","4","4","2","4","4","2","2","2","1","2","1","2","4","4","2","4","4","3","5","2","4","4","2","3","3","3","4","4","5","3","3","4","4","4","3","2","2","4","5","5",NA,"3","3","5","Engaged","31","Male","White","United States","United States","United States","English","No","Full-Time"
56,"3","3","2","4","3","3","3","3","3","4","4","4","3","4","2","4","3","3","3","2","3","3","3","3","5","2","2","3","4","2","3","3","4","3","3","3","4","2","3","3","3","4","4","3","3","3","3","3","4","2","Married","49","Male","Black","Ghana","United States","United States","English","Yes","Full-Time"
42,"2","1","2","4","4","3","1","3","4","3","3","4","1","3","2","4","2","2","3","5",NA,"4","4","3","5","2","1","3","2","3","4","3","2","2","4","3","4","4","3","2","4","4","5",NA,"3","3","3","2","3","3","Married","36","Male","White","United States","United States","United States","English","No","Full-Time"
201,"3","3","1","3","3","1","3","3","1","3","4","1","3","3","2","3","3","2","3","3","2","3","3","2","5","2","3","3","3","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","5","5",NA,"4","4","4","Married","42","Male","Asian","United States","United States","United States","English","No","DATA_EXPIRED"
326,"3","2","1","3","3","2","4","4","2","4","4","3","2","2","2","3","4","3","4","4","2","4","5",NA,"5","2","2","2","3","2","3","3","4","4","3","3","5",NA,"4","4","2","4","4","3","4","3","2","3","4","4","Married","54","Female","White","United States","United States","United States","English","No","Full-Time"
130,"1","2","1","2","2","2","3","4","4","3","3","4","2","2","2","2","2","2","5","5",NA,"4","5",NA,"5","2","1","2","2","2","3","2","3","4","2","4","5",NA,"2","3","2","3","4","3","4","5",NA,"4","4","5","Married","33","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
145,"1","1","1","1","3","1","3","4","2","4","4","4","1","1","2","1","3","2","4","5",NA,"5","5",NA,"5","2","2","2","1","2","3","2","4","4","3","4","4","4","4","1","2","2","3","3","4","5",NA,"3","4","5","Married","32","Male","Other","United States","United States","United States","English","No","Full-Time"
344,"1","3","1","4","4","3","3","3","3","3","4","5","2","2","2","4","4","3","2","3","2","5","5",NA,"5","2","1","1","2","4","4","3","2","3","3","5","5",NA,"2","2","3","3","5",NA,"3","3","2","5","5",NA,"Married","50","Male","White","United States","United States","United States","English","No","Full-Time"
133,"3","4","1","3","4","2","3","4","1","2","2","4","3","3","2","3","4","2","3","4","4","3","4","4","5","2","4","4","4","4","5",NA,"4","5",NA,"2","5",NA,"3","3","3","3","4","3","3","4","3","3","4","5","Married","53","Female","White","United States","United States","United States","English","No","Part-Time"
347,"4","4","2","3","4","4","3","4","5","1","1","5","4","3","2","2","3","2","5","5",NA,"5","5",NA,"5","2","2","3","2","3","3","2","5","5",NA,"4","5",NA,"2","3","2","4","4","2","4","4","2","5","5",NA,"Married","48","Female","White","United States","United States","United States","English","Yes","Part-Time"
