"PID","RP_Hurt_Expression","RP_Hurt_Experience","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Expression","RP_Joys_Experience","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Expression","RP_Love_Experience","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Expression","RP_Sadn_Experience","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Expression","CF_Hurt_Experience","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Expression","CF_Joys_Experience","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Expression","CF_Love_Experience","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Expression","CF_Sadn_Experience","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Expression","CC_Hurt_Experience","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Expression","CC_Joys_Experience","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Expression","CC_Love_Experience","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Expression","CC_Sadn_Experience","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Expression","SS_Hurt_Experience","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Expression","SS_Joys_Experience","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Expression","SS_Love_Experience","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Expression","SS_Sadn_Experience","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
234,"3","3","2","2","2",NA,NA,NA,"2","3","5","2","2","2",NA,NA,NA,"3","3","3","2","2","1",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","2","3","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","4","4","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","5","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"5","5","4","4","5","5",NA,NA,NA,"3","3","3","4","5","2","4","29","2",NA,"6","5","7",NA,"271","164","Other"
309,"3","4","2","2","3",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"4","4","3","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","4","5","5","5",NA,NA,NA,"3","3","4","5","4","5","5","4","3",NA,NA,NA,"4","4","4","2","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"5","5","5","5","5","5",NA,NA,NA,"4","4","3","5","5","2","4","31","3",NA,"6","5","7",NA,"211","125","Region #7"
147,"4","4","2","2","2",NA,NA,NA,"1","2","2","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","5","4","4","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"3","3","3","5","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","5","5","2","4","35","1",NA,"7","6","7",NA,"249","106","Region #8"
279,"1","4","2","3","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","1","1",NA,NA,NA,"3","3","3","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"2","2","2","5","3","4","2","2","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"5","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","3","5","4","4","2","2","3",NA,NA,NA,"2","5","2","4","36","2",NA,"7","6","7",NA,"197","137","Other"
315,"3","3","3","3","3",NA,NA,NA,"4","3","3","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","4","1","1","1",NA,NA,NA,"4","3","4","2","2","3",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","4","2","2","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"3","3","3","1","1","1",NA,NA,NA,"2","4","4","4","3","3",NA,NA,NA,"4","4","4","3","2","3",NA,NA,NA,"4","5","5",NA,NA,NA,"4","4","3","5","5","5",NA,NA,NA,"2","2","3","5","5","2","4","23","2",NA,"6","2","7",NA,"145","181","Other"
61,"3","3","2","3","2",NA,NA,NA,"3","1","1","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","3","4","2","3","3",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","2","3","1","2","1",NA,NA,NA,"2","2","3","3","4","4",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","3","3","3","2","2",NA,NA,NA,"3","5","4",NA,NA,NA,"2","2","3","4","4","4","3","3","3",NA,NA,NA,"3","5","2","4","27","3",NA,"3","5","7",NA,"184","185","Region #5"
319,"3","3","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","4","1","2","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","4","4","2","1","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","3","5","5","5",NA,NA,NA,"3","4","3","4","5","5",NA,NA,NA,"3","2","3","5","5","5",NA,NA,NA,"2","2","3","4","5","5",NA,NA,NA,"4","4","3","5","5","5",NA,NA,NA,"3","5","3","5","5","2","4","41","1",NA,"7","5","7",NA,"240","111","Other"
130,"3","2","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","3","3","3","3",NA,NA,NA,"3","3","4","2","3","3",NA,NA,NA,"3","4","4","3","3","2",NA,NA,NA,"3","3","4","3","2","3",NA,NA,NA,"3","5","2","4","66","2",NA,"7","6","7",NA,"185","175","Region #5"
357,"4","4","2","2","2",NA,NA,NA,"4","3","3","1","1","1",NA,NA,NA,"3","4","4","1","1","1",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","3","3","3","4",NA,NA,NA,"4","4","4","3","3","4",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4",NA,"4","4",NA,NA,NA,"3","5","2","4","48","1",NA,"6","5","7",NA,NA,NA,NA
53,"4","4","2","3","2",NA,NA,NA,"1","3","3","2","3","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"1","3","3","2","3","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","3","2","3","3","4","2","3","2",NA,NA,NA,"1","3","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","2","3","3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"5","5","5","5","5","5",NA,NA,NA,"2","2","3","3","5","2","4","61","2",NA,"7","3","7",NA,"168","223","Region #4"
314,"3","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","3","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3",NA,"5","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"4","3","3","5","5","5",NA,NA,NA,"5","5","5","5","5","5",NA,NA,NA,"3","3","3","3","5","2","4","55","1",NA,"7","3","7",NA,"218","147","Region #6"
145,"4","4","2","2","2",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","4","2","1","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","2","2","2","2","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","3","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","4","3","3","4","5","3","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","3","5","2","4","34","2",NA,"7","5","7",NA,"165","185","Region #5"
351,"3","4","2","2","2",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","5","2","3","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","4","4","2","3","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","3","2","2","5","5",NA,NA,NA,"3","4","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"5","5","5","4","5","5",NA,NA,NA,"4","3","3","4","5","2","4","56","1",NA,"5","2","4",NA,"181","189","Region #5"
164,"1","1","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"4","2","2","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","5","4","4","3","3","3",NA,NA,NA,"4","5","2","4","24","1",NA,"5","5","7",NA,"149","184","Other"
81,"4","4","4","4","3",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"4","3","3","5","4","4","3","3","3",NA,NA,NA,"3","5","2","4","50","2",NA,"5","2","1,7",NA,"160","165","Other"
110,"2","4","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","3","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"2","2","2","3","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"5","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","5","4","4","2","2","3",NA,NA,NA,"3","5","2","4","34","2",NA,"7","5","7",NA,"152","184","Region #5"
268,"4","4","2","3","2",NA,NA,NA,"2","1","1","2","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","1","1","2","2",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","4","2","2","3",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","21","2",NA,"4","2","7",NA,NA,NA,NA
141,"2","3","3","2","3",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","3","3","3","3",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","4","4","4","4","4",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","3","3","4","4","4",NA,NA,NA,"2","5","2","4","37","1",NA,"4","5","7",NA,"145","203","Region #4"
193,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","3","1","1","1",NA,NA,NA,"1","1","2","1","2","2",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","2","3","3",NA,NA,NA,"2","3","3","2","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","4","4","2","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","5","2","4","48","1",NA,"6","5","3",NA,"188","148","Region #6"
89,"3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","3",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","3","3","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"2","5","2","4","68","2",NA,"7","5","7",NA,"228","125","Region #7"
144,"1","3","2","2","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"2","2","3","1","1","1",NA,NA,NA,"2","3","4","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","3","2","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","3","4","1","2","1",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"3","3","5","2","2","3",NA,NA,NA,"3","2","4","2","2","2",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","3","4","3","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","4","4","5","2","2","3",NA,NA,NA,"3","5","2","4","33","2",NA,"5","5","7",NA,"222","147","Region #6"
161,"3","5","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","3","5","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"5","4","5","3","3","3",NA,NA,NA,"5","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","2","4","56","1",NA,"3","3","7",NA,NA,NA,NA
365,"1","2","3","4","3",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","1","3","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"2","2","2","3","4","4","3","3","3",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","5","4","4","4",NA,NA,NA,"3","5","2","4","44","2",NA,"5","5","7",NA,"151","238","Region #3"
148,"3","3","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","5","2","2","2",NA,NA,NA,"2","3","4","2","2","1",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","2","3","5","5",NA,NA,NA,"4","4","4","2","4","4","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","4","4","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"4","4","4","4","5","5",NA,NA,NA,"2","2","3","2","5","5",NA,NA,NA,"5","5","5","3","5","5",NA,NA,NA,"4","4","4","3","5","2","4","69","2",NA,"7","5","7",NA,"257","127","Region #7"
232,"3","4","1","1","1",NA,NA,NA,"4","3","4","2","2","2",NA,NA,NA,"4","2","3","1","1","1",NA,NA,NA,"2","5","5",NA,NA,NA,"1","2","1","4","1","4","2","2","2",NA,NA,NA,"2","1","2","2","2","2",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","2","4","1","1","1",NA,NA,NA,"2","4","4","3","4","4",NA,NA,NA,"4","4","5","4","4","4",NA,NA,NA,"4","5","5",NA,NA,NA,"4","5","4","5","5","5",NA,NA,NA,"3","4","5","5","3","4","2","1","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","3","5","5","5",NA,NA,NA,"3","4","4","5","5","5",NA,NA,NA,"1","2","2","4","5","2","4","43","2",NA,"7","4","7",NA,"167","171","Region #5"
106,"3","4","1","1","2",NA,NA,NA,"2","3","3","1","2","1",NA,NA,NA,"2","2","1","1","1","1",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"2","4","5","3","3","2",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","3","4","2","3","3",NA,NA,NA,"2","5","2","4","32","2",NA,"6","2","7",NA,"216","160","Region #6"
179,"2","3","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","2","2","1","1","2",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","2","2","4","26","1",NA,"1","11","7",NA,"215","131","Region #7"
212,"3","3","1","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"5","3","3","2","2","2",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","4","5","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"4","4","4","5","5","2","4","54","1",NA,"6","6","7",NA,"235","121","Region #7"
63,"3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","5","3","3","3",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","4","4","3","3","2",NA,NA,NA,"2","5","3","4","69","2",NA,"1","2","3",NA,"173","194","Region #5"
273,"3","3","2","2","2",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","2","2","2","3","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"4","4","3","4","5","5",NA,NA,NA,"3","3","3","3","5","2","4","60","2",NA,"5","4","3",NA,"247","124","Region #7"
